"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","(ticker)","Beta"
"60","QCOM",2023-05-08 16:00:04,"QUALCOMM Incorporated",0,120657338368,9.38,11.546908,6.7403073,1114000000,"USD","2022-09-25",2773000000,3609000000,5643000000,6341000000,2358000000,20724000000,1294000000,5799000000,8807000000,49014000000,3796000000,1446000000,2656000000,13537000000,5025000000,11866000000,31001000000,195000000,17840000000,-22000000,-22000000,18013000000,5623000000,10508000000,1882000000,1803000000,NA,NA,NA,"QCOM","1.08672177364121"
"61","INTU",2023-05-08 16:00:04,"Intuit Inc.",0,119762280448,6.86,62.228863,7.5630717,280545984,"USD","2022-07-31",2796000000,485000000,1048000000,NA,431000000,5047000000,98000000,1437000000,355000000,27734000000,737000000,499000000,1530000000,6415000000,706000000,3630000000,11293000000,3000000,13581000000,-14865000000,-60000000,16441000000,-4356000000,13736000000,7061000000,11000000,17722000000,NA,NA,"INTU","1.05398030777344"
"62","MDT",2023-05-08 16:00:01,"Medtronic plc.",90.17,119990583296,3.04,29.667765,2.33248,1330419968,"USD","2022-04-29",3714000000,6859000000,5551000000,4616000000,2319000000,23059000000,914000000,6267000000,4644000000,90981000000,2276000000,3724000000,1156000000,20316000000,4790000000,12394000000,38259000000,NA,30250000000,-2265000000,-2265000000,52551000000,-3546000000,40502000000,15595000000,3403000000,24566000000,NA,171000000,"MDT","0.762853871780574"
"63","PLD",2023-05-08 16:03:25,"Prologis, Inc.",127.62,117621866496,3.21,39.679127,2.2272155,923465984,"USD","2022-12-31",278483000,NA,637850000,NA,997976000,1914309000,9698898000,73442638000,931870000,87897448000,1711885000,NA,11218000,23875961000,3571385000,2010259000,30034355000,9231000,NA,-901304000,-901304000,53173334000,51263601000,NA,1909733000,5732000,54065407000,650127000,4625811000,"PLD","1.50572066106123"
"64","SPGI",2023-05-08 16:00:02,"S&P Global Inc.",359.84,113941741568,8.22,43.209244,3.1410453,320800000,"USD","2022-12-31",1286000000,14000000,2494000000,NA,1307000000,5667000000,1897000000,720000000,580000000,61784000000,450000000,NA,4452000000,10730000000,4734000000,5999000000,22040000000,415000000,17784000000,-26233000000,-886000000,36388000000,-16532000000,34545000000,18375000000,81000000,44422000000,NA,3356000000,"SPGI","1.146846177827"
"65","CAT",2023-05-08 16:00:02,"Caterpillar, Inc.",214.99,110905950208,13.52,15.886833,6.109104,516345984,"USD","2022-12-31",6042000000,NA,8584000000,16270000000,NA,43785000000,3164000000,8750000000,4004000000,81943000000,8689000000,120000000,5019000000,9442000000,8379000000,31531000000,66052000000,6560000000,43514000000,-34205000000,-2457000000,15869000000,9823000000,5288000000,758000000,2047000000,NA,NA,22000000,"CAT","1.13990105003369"
"66","IBM",2023-05-08 16:00:02,"International Business Machines",123.5,112052756480,2.24,55.089287,5.1866174,908044992,"USD","2022-12-31",7886000000,852000000,7682000000,1552000000,1480000000,29118000000,1610000000,8212000000,15364000000,127243000000,4051000000,4677000000,14774000000,46025000000,25338000000,31505000000,105222000000,58343000000,149825000000,-186224000000,-16740000000,21944000000,-45189000000,55949000000,11184000000,6256000000,NA,866000000,77000000,"IBM","0.785761810800773"
"67","BA",2023-05-08 16:00:01,"Boeing Company (The)",197.45,118670426112,-6.84,NA,-7.648108,601593984,"USD","2022-12-31",14614000000,2606000000,11171000000,78151000000,2827000000,109523000000,983000000,12001000000,2775000000,137100000000,10200000000,4925000000,62382000000,50470000000,9780000000,90052000000,152948000000,5061000000,29473000000,-60364000000,-9550000000,-15883000000,-26251000000,8057000000,2311000000,63000000,9947000000,NA,35000000,"BA","1.16507724959622"
"68","ELV",2023-05-08 16:00:01,"Elevance Health, Inc.",477.81,110276083712,25.78,18.044607,2.9527624,237056000,"USD","2022-12-31",7387000000,26905000000,16239000000,NA,5086000000,55617000000,5685000000,4920000000,1852000000,102772000000,27136000000,1500000000,10608000000,22349000000,3582000000,39696000000,66378000000,2000000,29724000000,-2503000000,-2503000000,36307000000,1609000000,24383000000,10315000000,137000000,9084000000,NA,87000000,"ELV","0.858928430758502"
"69","MS",2023-05-08 16:03:03,"Morgan Stanley",84.8,141007388672,5.83,14.48199,1.5478678,1670000000,"USD","2022-12-31",128127000000,247281000000,275099000000,NA,139199000000,969048000000,161858000000,4073000000,20982000000,1180231000000,216134000000,25097000000,139174000000,216427000000,356227000000,502315000000,1079000000000,20000000,94862000000,-32830000000,-6253000000,91391000000,67121000000,16652000000,7618000000,NA,29339000000,NA,1090000000,"MS","1.7789802088602"
"70","GS",2023-05-08 16:00:02,"Goldman Sachs Group, Inc. (The)",327,108547596288,28.09,11.62371,1.0646429,332448000,"USD","2022-12-31",241825000000,414158000000,325237000000,NA,40428000000,1282750000000,131422000000,19244000000,NA,1441799000000,262045000000,38635000000,200735000000,254245000000,325188000000,742699000000,1323961000000,9000000,139372000000,-91945000000,2686000000,106486000000,98103000000,6374000000,2009000000,NA,59050000000,NA,649000000,"GS","1.32828108745461"
"71","GE",2023-05-08 16:00:02,"General Electric Company",100.93,110031052800,7.25,13.92,3.472337,1090279936,"USD","2022-12-31",14162000000,7609000000,20810000000,17403000000,5855000000,66234000000,44602000000,14478000000,29051000000,187788000000,18644000000,3634000000,27550000000,28593000000,28926000000,56947000000,150206000000,15000000,84693000000,-48348000000,32861000000,36360000000,2937000000,25798000000,7625000000,11705000000,NA,2563000000,1216000000,"GE","1.13089709504396"
"72","ISRG",2023-05-08 16:00:04,"Intuitive Surgical, Inc.",0,106202136576,3.66,82.81147,9.467421,350398016,"USD","2022-12-31",1581200000,2541000000,1073300000,893200000,NA,6253000000,2682700000,2456400000,1183600000,12974000000,147000000,NA,574500000,NA,369700000,1422100000,1861400000,400000,3500100000,-162500000,-162500000,11041900000,10643600000,348500000,49800000,664600000,7703900000,72300000,70700000,"ISRG","1.12873333939224"
"73","MDLZ",2023-05-08 16:00:04,"Mondelez International, Inc.",0,106374103040,2.87,27.21603,3.7696056,1361849984,"USD","2022-12-31",1923000000,NA,3907000000,3381000000,880000000,10091000000,4879000000,9680000000,3351000000,71161000000,7562000000,288000000,2956000000,20053000000,6745000000,16731000000,44241000000,NA,31481000000,-36741000000,-10947000000,26883000000,-16277000000,23450000000,19710000000,473000000,32143000000,NA,37000000,"MDLZ","0.65406954078072"
"74","LMT",2023-05-08 16:04:16,"Lockheed Martin Corporation",452.96,114777890816,21.82,20.667278,11.874867,254519008,"USD","2022-12-31",2547000000,NA,14823000000,3088000000,533000000,20991000000,685000000,9075000000,7971000000,52880000000,2117000000,NA,10368000000,15429000000,11408000000,15887000000,43614000000,254000000,16943000000,-8023000000,-8023000000,9266000000,-4892000000,10780000000,3378000000,3744000000,92000000,NA,NA,"LMT","0.680019220906906"
"75","DE",2023-05-08 16:00:02,"Deere & Company",380.9,112676438016,26.9,14.135688,5.2820573,296321984,"USD","2022-10-30",3767000000,61000000,8949000000,8495000000,241000000,66200000000,117000000,6355000000,5458000000,90030000000,4119000000,NA,3828000000,7887000000,2952000000,32918000000,69673000000,5165000000,42247000000,-27150000000,-3056000000,20262000000,14985000000,3687000000,1590000000,824000000,NA,383000000,95000000,"DE","1.13386547594193"
"76","BKNG",2023-05-08 16:00:04,"Booking Holdings Inc. Common St",0,97956798464,74.25,35.548416,35.923374,37112300,"USD","2022-12-31",12221000000,175000000,2229000000,NA,696000000,15798000000,2789000000,1314000000,824000000,25361000000,2507000000,500000000,3214000000,11985000000,1568000000,8474000000,22579000000,NA,27541000000,-31250000000,-267000000,2782000000,-1854000000,2807000000,1829000000,613000000,6491000000,NA,NA,"BKNG","1.09290906346253"
"77","GILD",2023-05-08 16:00:04,"Gilead Sciences, Inc.",0,98080317440,4.42,17.780542,4.68411,1248000000,"USD","2022-12-31",5412000000,1732000000,4777000000,1507000000,60000000,14443000000,2611000000,5980000000,2929000000,63171000000,905000000,2273000000,1414000000,22957000000,7301000000,11237000000,41962000000,1000000,15687000000,2000000,2000000,21240000000,-15968000000,8314000000,28894000000,NA,5550000000,NA,-31000000,"GILD","0.701818537428984"
"78","AMAT",2023-05-08 16:00:04,"Applied Materials, Inc.",0,97822408704,7.46,15.516086,7.289502,845118016,"USD","2022-10-30",1995000000,586000000,6241000000,5932000000,461000000,15925000000,1980000000,2696000000,2086000000,26726000000,1755000000,NA,4565000000,5457000000,1409000000,7379000000,14532000000,8000000,37892000000,-34299000000,-202000000,12194000000,8155000000,3700000000,339000000,1395000000,8593000000,NA,NA,"AMAT","1.28818871987687"
"79","BLK",2023-05-08 16:00:01,"BlackRock, Inc.",646.6,96409894912,32.29,19.917622,2.5517783,149904992,"USD","2022-12-31",7182000000,NA,4014000000,NA,6017000000,17213000000,5044000000,2547000000,59181000000,117628000000,1202000000,NA,5876000000,6654000000,61004000000,9492000000,78843000000,2000000,29876000000,-11906000000,-1101000000,37744000000,4101000000,15341000000,18302000000,237000000,19772000000,NA,1041000000,"BLK","1.335014708856"
"80","SYK",2023-05-08 16:03:51,"Stryker Corporation",288.7,109429596160,6.86,42.021862,6.466643,379608000,"USD","2022-12-31",1844000000,84000000,3565000000,3995000000,29000000,10275000000,NA,3443000000,3401000000,36884000000,1413000000,1191000000,727000000,11857000000,1751000000,6303000000,20268000000,38000000,14765000000,-221000000,-221000000,16616000000,-3149000000,14880000000,4885000000,1410000000,2034000000,NA,NA,"SYK","0.882117653714878"
"81","ADI",2023-05-08 16:00:04,"Analog Devices, Inc.",0,93340000256,6.6,27.957577,2.5550416,505852992,"USD","2022-10-29",1470572000,NA,1800462000,1399914000,NA,4937992000,122285000,2664301000,2399232000,50302350000,582160000,NA,1098077000,6548625000,4508468000,2442655000,13837027000,84880000,8721325000,-198152000,-198152000,36465323000,-3713217000,26913134000,13265406000,2264888000,27857270000,NA,NA,"ADI","1.06875656591936"
"82","AMT",2023-05-08 16:00:02,"American Tower Corporation (REI",193.71,91995398144,2.98,64.83557,16.6546,466043008,"USD","2022-12-31",2028400000,NA,1125700000,NA,468200000,3622300000,29200000,28917200000,3685800000,67194500000,218600000,4509500000,1681100000,34132900000,4726200000,8311900000,54786000000,4800000,NA,-9121400000,-7820200000,5572400000,-25367600000,12956700000,17983300000,129200000,14689000000,NA,6836100000,"AMT","0.891679590998882"
"83","AXP",2023-05-08 16:03:11,"American Express Company",153.39,113745600512,9.53,16.058762,4.374696,743241024,"USD","2022-12-31",33052000000,318000000,166958000000,NA,544000000,201125000000,5785000000,5215000000,12297000000,228354000000,122372000000,NA,1651000000,42570000000,26711000000,133543000000,203643000000,149000000,16279000000,-3210000000,-3210000000,24711000000,20779000000,3786000000,146000000,3505000000,11493000000,NA,NA,"AXP","1.3932890845368"
"84","CVS",2023-05-08 16:00:02,"CVS Health Corporation",69.75,89331851264,3.01,23.149502,1.2755598,1282029952,"USD","2022-12-31",12945000000,2778000000,27276000000,19090000000,3593000000,65682000000,21096000000,30745000000,7848000000,228275000000,14838000000,1719000000,22362000000,49070000000,19948000000,69736000000,156960000000,17000000,56145000000,-33323000000,-1494000000,71015000000,-31889000000,78150000000,24754000000,NA,48176000000,NA,300000000,"CVS","0.726932825674144"
"85","TJX",2023-05-08 16:03:30,"TJX Companies, Inc. (The)",78.35,90230759424,2.97,26.383839,14.22658,1151490048,"USD","2023-01-28",5477000000,NA,1160000000,5819000000,144500000,12456000000,NA,14869000000,927000000,28349000000,3794000000,500000000,3049000000,2859000000,1046000000,10305000000,21985000000,6364000000,5815000000,-606000000,NA,6364000000,6267000000,97000000,NA,158000000,NA,NA,NA,"TJX","0.881579420948029"
"86","C",2023-05-08 16:03:05,"Citigroup, Inc.",46.34,90237886464,7.28,6.3681316,0.479947,1946460032,"USD","2022-12-31",325049000000,365401000000,54192000000,15000000,23776000000,1102547000000,526582000000,26253000000,737175000000,2416676000000,1365954000000,32459000000,110731000000,239147000000,84797000000,1888522000000,2214838000000,31000000,194734000000,-121029000000,-47062000000,182194000000,158740000000,19691000000,4428000000,33352000000,108458000000,NA,649000000,"C","1.72924281221801"
"87","VRTX",2023-05-08 16:00:04,"Vertex Pharmaceuticals Incorpor",0,89651273728,12.42,27.704508,6.139202,257552000,"USD","2022-12-31",10504000000,274500000,1442200000,460600000,121900000,13234800000,98600000,1455800000,1670100000,18150900000,303900000,NA,345400000,NA,685800000,2742100000,4238200000,2600000,6522800000,800000,800000,13912700000,12221100000,1088000000,603600000,1246900000,7386500000,NA,NA,"VRTX","0.922747985782651"
"88","ADP",2023-05-08 16:00:04,"Automatic Data Processing, Inc.",0,88519868416,7.82,27.400255,23.986343,413123008,"USD","2022-06-30",1436300000,NA,3170600000,NA,50198000000,54804900000,NA,1103500000,3526200000,63068200000,110200000,1200000,51941700000,2987100000,1326200000,55158700000,59842900000,63900000,20696300000,-19329100000,-1993700000,3225300000,-408300000,2300500000,1333100000,157400000,1794200000,2579700000,NA,"ADP","0.887747775816765"
"89","MMC",2023-05-08 16:03:49,"Marsh & McLennan Companies, Inc",180.67,89148719104,6.42,28.068535,8.140586,494720992,"USD","2022-12-31",1442000000,NA,6184000000,NA,673000000,8299000000,396000000,2433000000,3046000000,33454000000,3214000000,268000000,285000000,11227000000,2639000000,7172000000,22705000000,561000000,20301000000,-11521000000,-5314000000,10520000000,-8760000000,16251000000,3029000000,358000000,1179000000,347000000,229000000,"MMC","0.855292691882647"
"90","NOW",2023-05-08 16:00:02,"ServiceNow, Inc.",438.44,89439821824,1.96,223.97449,15.971403,203740000,"USD","2022-12-31",1470000000,2810000000,1753000000,NA,374000000,6654000000,2369000000,1735000000,1485000000,13299000000,274000000,NA,4995000000,1486000000,126000000,6005000000,8267000000,NA,338000000,-102000000,-102000000,5032000000,3976000000,824000000,232000000,636000000,4796000000,742000000,NA,"NOW","1.36146661473231"
"91","ZTS",2023-05-08 16:03:53,"Zoetis Inc.",185.43,85430640640,4.41,41.920635,19.466146,462112000,"USD","2022-12-31",3581000000,NA,1215000000,2345000000,365000000,7506000000,10000000,2973000000,310000000,14925000000,405000000,1350000000,390000000,6588000000,581000000,3167000000,10522000000,5000000,8668000000,-5356000000,-817000000,4405000000,279000000,2746000000,1380000000,173000000,1088000000,NA,-2000000,"ZTS","0.934099427181711"
"92","TMUS",2023-05-08 16:00:03,"T-Mobile US, Inc.",0,173000130560,3.14,45.917194,2.595359,1199890048,"USD","2022-12-31",4507000000,NA,9924000000,1884000000,2079000000,19067000000,NA,74058000000,6673000000,211338000000,7213000000,5164000000,3318000000,66796000000,14985000000,24742000000,141682000000,NA,-223000000,-4062000000,-1046000000,69656000000,-41884000000,12234000000,99306000000,NA,73941000000,1900000000,NA,"TMUS","0.97200598675373"
"93","PYPL",2023-05-08 16:00:03,"PayPal Holdings, Inc.",0,84794605568,2.17,34.80184,4.2315235,1122809984,"USD","2022-12-31",7776000000,3092000000,8459000000,NA,36610000000,57517000000,5018000000,2304000000,1881000000,78717000000,126000000,418000000,41354000000,10417000000,2356000000,45101000000,58443000000,NA,18954000000,-17007000000,-928000000,20274000000,8277000000,11209000000,788000000,1310000000,18327000000,NA,NA,"PYPL","1.31499505928891"
"94","MO",2023-05-08 16:02:44,"Altria Group, Inc.",46.59,83200712704,3.11,14.987139,-21.479261,1785040000,"USD","2022-12-31",4030000000,NA,1721000000,1180000000,289000000,7220000000,9600000000,1608000000,965000000,36954000000,552000000,1556000000,4933000000,25124000000,7137000000,8616000000,40877000000,935000000,29792000000,-40587000000,-2771000000,-3973000000,-21534000000,5177000000,12384000000,NA,5887000000,NA,50000000,"MO","0.555651055235875"
"95","CB",2023-05-08 16:00:01,"Chubb Limited",202.71,82693988352,12.53,15.934558,1.5746926,414159008,"USD","2022-12-31",2012000000,4960000000,11933000000,NA,20293000000,42338000000,110726000000,1407000000,11961000000,199144000000,87922000000,475000000,21288000000,14710000000,20634000000,112787000000,148604000000,10346000000,48334000000,-15306000000,-10193000000,50540000000,27212000000,16287000000,16425000000,NA,7166000000,NA,NA,"CB","0.956817057494712"
"96","REGN",2023-05-08 16:00:04,"Regeneron Pharmaceuticals, Inc.",0,82515083264,36.28,20.730982,3.5508678,107507000,"USD","2022-12-31",3105900000,4636400000,5328700000,2401900000,NA,15884100000,6640100000,3763000000,2011800000,29214500000,589200000,NA,488700000,1981400000,707800000,3141300000,6550500000,100000,23306700000,-10592100000,-238800000,22664000000,21748500000,NA,915500000,1723700000,9949300000,NA,NA,"REGN","0.974972182859796"
"97","SO",2023-05-08 16:03:16,"Southern Company (The)",74.75,81311129600,3.08,24.211039,2.6634996,1090400000,"USD","2022-12-31",1917000000,NA,3716000000,2677000000,1759000000,10416000000,1455000000,95860000000,21593000000,134891000000,3525000000,4329000000,2414000000,50600000000,32351000000,15724000000,100359000000,5417000000,11538000000,-220000000,-167000000,30408000000,24841000000,5161000000,406000000,NA,13673000000,16197000000,4124000000,"SO","0.519862451710969"
