"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Beta","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","X.ticker."
"245","RSG",-9.02195773818139,0.695166189872298,0.121712683503648,30.510458,147.5,-16.1650054655026,0.747788918424324,"Republic Services, Inc.","2023-05-08 16:00:01",46126563328,4.78,4.6516967,316281984,"USD","2022-12-31",143400000,NA,1982900000,96600000,19900000,2357100000,387200000,11019100000,490800000,29052900000,1221800000,441700000,599400000,11196000000,4308200000,3390700000,19366100000,3200000,7356300000,-516700000,-12100000,9686000000,-5112700000,14451500000,347200000,NA,2843200000,136700000,800000,"RSG"
"246","ZBH",-17.7585993865862,1.87740649648037,0.489799756610244,64.2243,138.74,-7.73934927883011,0.830357149190853,"Zimmer Biomet Holdings, Inc.","2023-05-08 16:01:59",28834637824,2.14,2.3897207,209798000,"USD","2022-12-31",375700000,NA,1381500000,2147200000,77400000,4427300000,NA,2068900000,925800000,21066000000,354100000,547600000,553900000,5370500000,1143000000,2358200000,9039000000,3100000,9559300000,-7046500000,-179300000,12020300000,-1623700000,8580200000,5063800000,NA,9504400000,NA,6700000,"ZBH"
"247","OKE",4.95061691149549,0.834890699289264,0.14245150839445,11.962336,64.02,12.8307245780003,1.15500057047993,"ONEOK, Inc.","2023-05-08 16:00:01",28421580800,5.31,4.373752,447443008,"USD","2022-12-31",220227000,NA,1532292000,580725000,214531000,2547775000,801794000,20035364000,241294000,24379094000,1359475000,925000000,513820000,12695834000,2050339000,3051627000,17885209000,4749000,50396000,-814414000,-108256000,6493885000,5741018000,527592000,225275000,NA,7253154000,NA,NA,"OKE"
"248","LEN",1.59732145709967,6.98710905171484,2.19110919381999,7.12803,115.14,80.6565026431181,1.52392549873577,"Lennar Corporation","2023-05-08 16:00:02",32694681600,16.09,1.3592889,253772992,"USD","2022-11-30",4639342000,NA,788114000,21862453000,23046000,30114447000,2564321000,355095000,1055308000,37984295000,1616128000,223130000,418017000,3824164000,5133004000,4310001000,13743928000,29268000,18861417000,-207981000,2408000,24100500000,20468442000,3442359000,NA,180818000,5417796000,NA,139867000,"LEN"
"249","ODFL",9.38012544823767,1.76246194268327,0.78750570341564,25.607231,0,33.2234379263301,1.11867041029818,"Old Dominion Freight Line, Inc.","2023-05-08 16:00:03",34264819712,12.17,9.146245,109950000,"USD","2022-12-31",186312000,49355000,605129000,NA,NA,933740000,NA,3782268000,122602000,4838610000,106275000,20000000,NA,79963000,495137000,529793000,1185693000,11022000,3397305000,NA,NA,3652917000,3652917000,NA,NA,NA,244590000,NA,NA,"ODFL"
"250","AWK",4.3823132140458,0.444681607968694,0.0622076241664178,32.339912,149.5,33.6511785618873,0.565477849894931,"American Water Works Company, I","2023-05-08 16:00:02",28704151552,4.56,3.0065854,194644000,"USD","2022-12-31",85000000,NA,723500000,98000000,343500000,1250000000,NA,23305000000,2089000000,27787000000,254000000,281000000,634500000,10929000000,6284000000,2811000000,20094000000,2000000,1267000000,-400000000,-23000000,7693000000,6550000000,1143000000,NA,NA,6824000000,990000000,NA,"AWK"
"251","GEHC",-7.25692254662379,1.15672368238075,0.463475789825598,21.235294,0,-10.9440329894678,1.01121852793881,"GE HealthCare Technologies Inc.","2023-05-08 16:00:04",36110446592,3.74,5.396847,454676992,"USD","2022-12-31",1440000000,NA,3976000000,2155000000,584000000,8318000000,322000000,2314000000,2252000000,27539000000,2944000000,15000000,2795000000,8234000000,2240000000,7191000000,17947000000,11235000000,NA,-1878000000,-1878000000,9357000000,-4976000000,12813000000,1520000000,1550000000,NA,82000000,235000000,"GEHC"
"252","WBD",-0.547060935687348,0.932210161816608,0.164049499613284,-1,0,-24.6042055958853,1.00070315164055,"Warner Bros. Discovery, Inc. - ","2023-05-08 16:00:04",32783173632,-3.88,0.6944946,2435599872,"USD","2022-12-31",3731000000,10000000,4596000000,NA,5662000000,13999000000,1578000000,7541000000,3862000000,134001000000,1454000000,365000000,1694000000,48730000000,18411000000,15017000000,85334000000,27000000,2205000000,-9767000000,-1523000000,47095000000,-59926000000,34438000000,72583000000,689000000,54630000000,NA,1572000000,"WBD"
"253","BKR",6.68865804668534,1.31756207674944,0.742368742368742,-1,0,4.23169623454107,1.28297316972006,"Baker Hughes Company","2023-05-08 16:00:04",28654211072,-0.12,1.9331545,1012360000,"USD","2022-12-31",2488000000,748000000,5958000000,4587000000,811000000,14592000000,NA,5295000000,4184000000,34181000000,4298000000,648000000,5074000000,6049000000,1980000000,11075000000,19656000000,NA,-10761000000,-2971000000,-2971000000,14394000000,4284000000,5930000000,4180000000,657000000,28126000000,156000000,131000000,"BKR"
"254","KDP",-2.5436686431684,0.471025260029718,0.14240790655885,35.32258,0,-12.9144170833474,0.586105397182683,"Keurig Dr Pepper Inc.","2023-05-08 16:00:04",46114168832,0.93,1.83694,1403779968,"USD","2022-12-31",535000000,NA,1668000000,1403000000,179000000,3804000000,1138000000,3372000000,268000000,51837000000,5206000000,554000000,569000000,11266000000,5949000000,8076000000,26712000000,14000000,3539000000,129000000,129000000,25126000000,-18129000000,20072000000,23183000000,35000000,21444000000,NA,-1000000,"KDP"
"255","EIX",2.06495788433629,0.683289842466415,0.116822815975148,33.511414,73.37,35.6229903547052,0.73497623929266,"Edison International","2023-05-08 16:00:02",28172220416,2.19,2.0560303,382983008,"USD","2022-12-31",914000000,NA,2336000000,474000000,3098000000,7070000000,55000000,54806000000,16110000000,78041000000,2359000000,2614000000,2853000000,27025000000,22211000000,10347000000,60519000000,6200000000,7454000000,-11000000,-11000000,13643000000,13643000000,NA,NA,NA,NA,8181000000,1901000000,"EIX"
"256","PCG",1.88686781439776,0.811692424626298,0.134091598740177,20.72619,17.4,9.22693118266794,0.716268450149788,"Pacific Gas & Electric Co.","2023-05-08 16:00:01",43063984128,0.84,1.5162863,2473520128,"USD","2022-12-31",734000000,NA,8837000000,842000000,2402000000,12815000000,NA,77519000000,28310000000,118644000000,4546000000,2268000000,6062000000,47742000000,30796000000,15788000000,95569000000,32887000000,-7542000000,-2522000000,-5000000,22823000000,22823000000,NA,NA,NA,NA,16443000000,252000000,"PCG"
"257","ACGL",2.51479529157352,1.09343695984602,0.475525344525551,14.842105,0,30.2949596990865,0.813145697362344,"Arch Capital Group Ltd.","2023-05-08 16:00:04",28356288512,5.13,2.14123,372200000,"USD","2022-12-31",855118000,1364763000,5368563000,NA,7288845000,16676486000,26335356000,123083000,2787423000,47990507000,7766014000,NA,7453563000,2725410000,16972728000,15251438000,35069605000,654000,15892065000,-6024090000,-1646170000,12080073000,11275784000,342073000,1726086000,NA,2211444000,NA,10829000,"ACGL"
"258","DLR",6.04473983323095,0.616493120585103,0.0787444310793092,89.33028,99.25,16.4658920848493,0.988545576958678,"Digital Realty Trust, Inc.","2023-05-08 16:00:01",28997662720,1.09,1.7210175,291340000,"USD","2022-12-31",141773000,NA,1570882000,NA,8923000,1721578000,1991426000,25007539000,709984000,41484998000,1868885000,NA,733370000,16596803000,1192752000,2792534000,21862854000,2887000,NA,-5294111000,-5294111000,16851644000,4797173000,9208497000,2845974000,NA,22142868000,257031000,2038810000,"DLR"
"259","GPN",-2.56858902746861,0.915267548582767,0.283542304292588,-1,104.77,-40.7538922097901,1.01508051801774,"Global Payments Inc.","2023-05-08 16:00:02",27421239296,-0.51,1.2408577,261952992,"USD","2022-12-31",1997566000,NA,998332000,NA,2805351000,6314148000,NA,2199292000,3316464000,44809014000,229436000,1156447000,3916758000,12269696000,2641285000,6898691000,22268804000,NA,2731380000,-405969000,-405969000,22303506000,-10675604000,23320736000,9658374000,37907000,19978095000,648705000,236704000,"GPN"
"260","WST",10.6490206189434,3.69845857418112,2.05977036162678,50.284927,374.12,34.4707755385722,0.817370466097011,"West Pharmaceutical Services, I","2023-05-08 16:03:52",27252973568,7.3,9.811038,74242600,"USD","2022-12-31",894300000,NA,523700000,414800000,86700000,1919500000,204900000,1262700000,104000000,3616800000,215400000,2200000,142200000,206700000,113200000,519000000,931900000,18800000,2987800000,-553900000,-183000000,2684900000,2559200000,107300000,18400000,65600000,232200000,NA,NA,"WST"
"261","ABC",-2.61008057674242,0.910570839865858,0.700835872706114,21.59307,168.95,-64.5125631619021,0.674543061430414,"AmerisourceBergen Corporation","2023-05-08 16:00:02",34056806400,7.79,-163.94737,202258000,"USD","2022-09-30",3388189000,NA,18625243000,15556394000,1677041000,39589758000,NA,3079977000,1054258000,56560616000,40192890000,1070473000,528700000,4632360000,7514740000,43477955000,56489343000,2927000,2977646000,-8850865000,-1830970000,-211559000,-13048182000,8503886000,4332737000,237571000,5658733000,NA,282832000,"ABC"
"262","HAL",5.27851936081266,2.04901777362021,0.716847754941746,13.865741,30.01,5.67393961904963,1.41738346599159,"Halliburton Company","2023-05-08 16:00:02",27020740608,2.16,3.210419,902195008,"USD","2022-12-31",2346000000,NA,4627000000,2923000000,1056000000,10952000000,NA,5385000000,4089000000,23255000000,3121000000,NA,991000000,7928000000,1099000000,5345000000,15278000000,2664000000,10572000000,-5338000000,-230000000,7948000000,5119000000,2829000000,NA,2636000000,50000000,NA,29000000,"HAL"
"263","ES",2.44377784226986,0.621124021459322,0.112312607899352,18.361244,77.92,31.4062925757095,0.616710896093483,"Eversource Energy (D/B/A)","2023-05-08 16:00:01",26760652800,4.18,1.7283701,348672992,"USD","2022-12-31",374603000,NA,1756106000,374395000,1335491000,4223198000,2517188000,36169720000,5798162000,53230900000,2113905000,1363339000,1867039000,20134486000,10566303000,6799283000,37602172000,1799920000,5527153000,-255646000,-39421000,15473158000,10950526000,4522632000,NA,NA,8401731000,4242794000,155570000,"ES"
"264","ULTA",13.2634048887134,1.61097887648467,0.794377528880549,21.60578,0,38.8836781223672,1.09260494179277,"Ulta Beauty, Inc.","2023-05-08 16:00:04",25832192000,23.87,13.253411,50088600,"USD","2023-01-28",737877000,NA,199422000,1603451000,NA,2709304000,NA,2570536000,NA,5370411000,559527000,NA,394677000,NA,108942000,1681775000,3410600000,NA,NA,NA,NA,1959811000,1947629000,10870000,1312000,NA,NA,NA,NA,"ULTA"
"265","TSCO",14.7404961227485,1.32891130926028,0.489761730536168,24.788877,0,16.3291654497664,0.839845367727278,"Tractor Supply Company","2023-05-08 16:00:04",26373017600,9.71,13.786586,109568000,"USD","2022-12-31",202502000,NA,NA,2709597000,NA,3157775000,NA,5037417000,41536000,8489990000,1398288000,NA,9471000,1164056000,150778000,2376212000,6447574000,1415000,5624352000,-4844634000,11275000,2042416000,1789154000,230161000,23101000,NA,1261283000,NA,NA,"TSCO"
"266","ANSS",64.0234807442752,2.09366712126778,0.913301948198062,50.31282,0,4.5972195015408,1.10403294448673,"ANSYS, Inc.","2023-05-08 16:00:04",25507018752,5.85,5.2594614,86661296,"USD","2022-12-31",614391000,183000,998389000,NA,NA,1664122000,892000,209978000,345503000,6687945000,14021000,NA,421687000,753574000,160882000,794836000,1822094000,953000,4782930000,-1458349000,-122722000,4865851000,398401000,3658267000,809183000,84515000,1540317000,NA,NA,"ANSS"
"267","HPQ",-2.22125541696535,0.757121553932627,0.477075051198651,11.839216,30.35,-13.5914132146859,1.05121026887798,"HP Inc.","2023-05-08 16:02:35",29747052544,2.55,-7.9741154,985328000,"USD","2022-10-31",3145000000,NA,6891000000,7595000000,868000000,19801000000,110000000,4010000000,4192000000,38587000000,15284000000,155000000,5261000000,10866000000,3603000000,26153000000,41505000000,10000000,-4413000000,313000000,313000000,-2918000000,-13392000000,8541000000,1933000000,2159000000,1172000000,34000000,NA,"HPQ"
"268","CEG",2.35557105830258,1.19402985074627,0.263387455328249,-1,0,33.4144025100406,0.88861430061381,"Constellation Energy Corporatio","2023-05-08 16:00:03",25534390272,-0.52,2.3360243,324411008,"USD","2022-12-31",422000000,43000000,4063000000,1505000000,3327000000,9360000000,202000000,17918000000,19251000000,46909000000,2828000000,143000000,2993000000,4466000000,22589000000,7839000000,35537000000,13274000000,-496000000,-1760000000,-1760000000,11018000000,10840000000,NA,178000000,44000000,NA,NA,354000000,"CEG"
"269","SBAC",-3.13606228502008,0.690911126292403,0.0304114672107437,67.96793,0,-74.3411956943188,1.02856669969707,"SBA Communications Corporation","2023-05-08 16:00:04",25254041600,3.43,-4.7929688,108322000,"USD","2022-12-31",143708000,NA,263917000,NA,73777000,481402000,224887000,6603463000,498817000,10585041000,51427000,24000000,210791000,12844162000,248067000,696764000,15829621000,1080000,-7482061000,-590510000,-590510000,-5276315000,-8052787000,NA,2776472000,16173000,2795176000,7747000,31735000,"SBAC"
"270","KEYS",10.6682162343096,3.0092395167022,1.0754381508763,22.190699,145.08,13.4164887681422,1.06551305814515,"Keysight Technologies Inc.","2023-05-08 16:03:49",25497036800,6.45,5.789346,178139008,"USD","2022-10-31",2042000000,NA,905000000,858000000,348000000,4234000000,195000000,910000000,988000000,8098000000,348000000,NA,585000000,1793000000,551000000,1407000000,3937000000,2000000,4554000000,-2728000000,-454000000,4161000000,2390000000,1582000000,189000000,667000000,2333000000,NA,NA,"KEYS"
"271","VMC",16.6944940698809,1.98829186702906,0.261177633747116,41.29122,196.12,11.5506888025433,1.11157144896333,"Vulcan Materials Company (Holdi","2023-05-08 16:00:01",25657767936,4.67,3.698738,133057000,"USD","2022-12-31",161400000,NA,1045700000,579300000,115600000,1902000000,31800000,6458000000,451100000,14234600000,454500000,500000,176500000,3875200000,1867400000,956600000,7282400000,132900000,4111400000,-154700000,-154700000,6928600000,1536900000,3689600000,1702100000,NA,2839000000,100200000,23600000,"VMC"
"272","DFS",1.94066682828283,1.14245073756876,0.98133939404296,6.516824,97.8,49.9003725201421,1.54843461971657,"Discover Financial Services","2023-05-08 16:00:02",24592130048,14.86,1.8741653,253946000,"USD","2022-12-31",8856000000,NA,105957000000,NA,41000000,114854000000,12607000000,396000000,2909000000,131628000000,91636000000,3815000000,10000000,16293000000,212000000,100533000000,117038000000,6000000,28453000000,-19393000000,-339000000,13534000000,12672000000,255000000,607000000,2004000000,4468000000,32000000,NA,"DFS"
"273","APTV",22.7820106189624,1.6,0.608600469116497,51.349728,94,4.12474577103614,1.41743325917183,"Aptiv PLC","2023-05-08 16:00:02",25470287872,1.83,2.8903174,271047008,"USD","2022-12-31",1531000000,NA,3762000000,2340000000,76000000,7784000000,1807000000,3946000000,656000000,21884000000,3150000000,25000000,500000000,6448000000,1104000000,4865000000,12790000000,3000000,5608000000,-791000000,-791000000,8809000000,1118000000,5106000000,2585000000,259000000,3989000000,69000000,285000000,"APTV"
"274","AVB",2.2439470741307,1.49108538328778,0.109384573819603,24.706848,182,80.3762302692665,1.14801613484951,"AvalonBay Communities, Inc.","2023-05-08 16:03:11",25252204544,7.3,2.2577171,140010000,"USD","2022-12-31",613189000,NA,NA,NA,390112000,1006505000,212084000,18956934000,282241000,20457764000,72802000,NA,226022000,8316045000,63700000,675015000,9201526000,1400000,485221000,1424000,1424000,11253476000,11253476000,NA,NA,NA,10765431000,69711000,2762000,"AVB"
"275","EBAY",31.8291028453608,2.17513462889253,0.591832834299548,44.009525,0,1.45181596433598,0.999001436822744,"eBay Inc.","2023-05-08 16:00:03",24699383808,1.05,4.5980096,534503008,"USD","2022-12-31",2154000000,5317000000,975000000,NA,722000000,9290000000,1797000000,1751000000,3635000000,20850000000,261000000,1150000000,1550000000,7721000000,3287000000,4271000000,15697000000,2000000,34315000000,-46443000000,259000000,5153000000,776000000,4262000000,115000000,3169000000,17279000000,NA,NA,"EBAY"
"276","MLM",9.19240264551848,1.99010791366906,0.367852393617021,25.6212,404.92,43.1182153975192,1.0901852113194,"Martin Marietta Materials, Inc.","2023-05-08 16:03:31",24573130752,15.47,3.432669,61997000,"USD","2022-12-31",358000000,NA,799300000,873700000,845900000,2876900000,NA,6700200000,919200000,14993600000,385000000,699100000,177200000,4340900000,1516300000,1445600000,7820800000,600000,3719400000,-38500000,-38500000,7170500000,2673200000,3649500000,847800000,NA,3489000000,NA,2300000,"MLM"
"277","IFF",-5.21296230927835,1.99356223175966,0.4214585459907,-1,95.5,-18.6343190256891,0.878260520715297,"International Flavors & Fragran","2023-05-08 16:00:02",24777209856,-7.32,1.4005594,255067008,"USD","2022-12-31",483000000,NA,2159000000,3299000000,1347000000,7432000000,10000000,4861000000,667000000,35407000000,1418000000,404000000,832000000,10373000000,2956000000,3728000000,17634000000,35000000,955000000,-3147000000,-2169000000,17684000000,-4753000000,13355000000,9082000000,158000000,19841000000,NA,89000000,"IFF"
"278","GPC",-39.744479480877,1.14710028870261,0.694727463672487,19.749428,173.11,-4.34299296877224,0.850550860588153,"Genuine Parts Company","2023-05-08 16:00:02",24254466048,8.74,6.178987,140516000,"USD","2022-12-31",653463000,NA,2188868000,4441649000,46670000,8816739000,NA,2430692000,847325000,16495379000,5456550000,252029000,1678281000,3076794000,1092009000,7686110000,12690932000,140941000,4541640000,-1032542000,-1032542000,3790363000,-610260000,2588113000,1812510000,NA,140324000,NA,14084000,"GPC"
"279","EFX",-5.66868631511047,0.680081381500595,0.18093364666121,42.14916,204.69,-35.3926812563191,0.953429834922713,"Equifax, Inc.","2023-05-08 16:00:02",24606066688,4.76,6.0525527,122644000,"USD","2022-12-31",285200000,NA,913000000,NA,38000000,1370500000,74500000,1587000000,218700000,11547900000,250800000,NA,383100000,4820100000,663900000,2015200000,7574600000,236600000,5256000000,-3130300000,-479600000,3956500000,-4340700000,6383900000,1913300000,6600000,1594200000,NA,16800000,"EFX"
"280","PWR",72.5175775301105,1.6252949773266,0.68638740871944,49.81711,171.53,2.32881468011242,1.27499953969838,"Quanta Services, Inc.","2023-05-08 16:00:01",24517322752,3.39,4.4837384,145176000,"USD","2022-12-31",428505000,NA,4755031000,103265000,3759000,5536070000,238718000,2260155000,384018000,13464337000,1302086000,21028000,1141518000,3621766000,795380000,3406194000,8065518000,2000,4163212000,-1498738000,-310677000,5383464000,338088000,3586745000,1458631000,NA,2718988000,8300000,15355000,"PWR"
"281","FANG",1.5997903764408,0.811188811188811,0.13233197071965,5.4925437,0,82.8796094845771,1.35580339752125,"Diamondback Energy, Inc.","2023-05-08 16:00:04",24011253760,24.14,1.5570978,181094000,"USD","2022-12-31",157000000,NA,1006000000,67000000,139000000,1392000000,566000000,23759000000,492000000,26209000000,127000000,55000000,1157000000,6386000000,2417000000,1716000000,10519000000,2000000,801000000,-7000000,-7000000,15009000000,15009000000,NA,NA,64000000,14213000000,NA,681000000,"FANG"
"282","WTW",-10.0369791473251,1.07145273699168,0.730531463369625,22.317429,0,-22.8355558061515,0.775319217487908,"Willis Towers Watson Public Lim","2023-05-08 16:00:03",24389859328,10.27,2.4150975,106413000,"USD","2022-12-31",1262000000,NA,2485000000,NA,11956000000,15835000000,90000000,1304000000,2094000000,31769000000,329000000,250000000,12686000000,4471000000,1794000000,14779000000,21676000000,NA,1764000000,-2624000000,-2621000000,10016000000,-2430000000,10173000000,2273000000,68000000,10876000000,126000000,77000000,"WTW"
"283","TROW",4.28981778440425,1.82633668983123,1.31644857902269,17.375816,0,24.795335702896,1.47905685652156,"T. Rowe Price Group, Inc.","2023-05-08 16:00:03",23880986624,6.12,2.6984367,224514000,"USD","2022-12-31",1755600000,NA,819900000,NA,NA,2575500000,4142600000,1035100000,617500000,11643300000,298200000,NA,51500000,31700000,184900000,1410200000,1956400000,44900000,8409700000,-53000000,-53000000,8839500000,5566900000,2642800000,629800000,216100000,437900000,NA,847400000,"TROW"
"284","GLW",3.11631790891089,1.44019323671498,0.432710171853228,29.68868,31.63,10.0984557203902,1.16359302450895,"Corning Incorporated","2023-05-08 16:03:06",26753589248,1.06,2.1718426,850129984,"USD","2022-12-31",1671000000,NA,1721000000,2904000000,1157000000,7453000000,360000000,16213000000,2050000000,29499000000,1804000000,224000000,1083000000,6497000000,4567000000,5175000000,17224000000,910000000,16778000000,-22362000000,-1830000000,12008000000,8585000000,2394000000,1029000000,1073000000,16682000000,NA,267000000,"GLW"
"285","IR",-53.4016137449664,2.36995221027479,0.720188066149908,39.29333,61,-1.10371190114913,1.11631693734696,"Ingersoll Rand Inc.","2023-05-08 16:02:17",23870521344,1.5,2.5965903,404996992,"USD","2022-12-31",1613000000,NA,1192600000,1025400000,136300000,3967300000,NA,751300000,404500000,14765900000,778700000,35300000,430000000,2701200000,1038200000,1674000000,5508700000,4300000,950900000,-1236200000,-251700000,9195800000,-447000000,6064200000,3578600000,22300000,9476800000,NA,61400000,"IR"
"286","STT",1.62861666817156,0.48422671503782,0.460444727592585,9.67367,69.35,42.4102257851492,1.55984209175687,"State Street Corporation","2023-05-08 16:01:21",23087269888,7.14,1.0204324,334259008,"USD","2022-12-31",3970000000,106808000000,3269000000,NA,4283000000,127202000000,108524000000,2815000000,53870000000,301450000000,235464000000,1991000000,NA,12829000000,172000000,262691000000,276259000000,504000000,27028000000,-4317000000,7019000000,23215000000,14176000000,7495000000,1544000000,1127000000,NA,NA,NA,"STT"
"287","IT",-7.31600947818566,0.774434901045141,0.393966547783649,26.154772,304.97,-41.5773090515377,1.03342629901058,"Gartner, Inc.","2023-05-08 16:03:45",24048652288,11.63,105.72818,79060600,"USD","2022-12-31",697999000,NA,1577969000,NA,412740000,2786107000,3952000,701173000,293579000,7299736000,83225000,7800000,2550985000,2453607000,423464000,3597600000,7071938000,82000,3856826000,-5808714000,-101610000,227798000,-3287127000,2930211000,584714000,138318000,2179604000,NA,NA,"IT"
"288","CHD",-9.96341321173739,1.17916877850988,0.28747657392343,57.8503,96.51,-9.69647594406053,0.461551697565957,"Church & Dwight Company, Inc.","2023-05-08 16:03:12",23598344192,1.67,6.4320903,244264000,"USD","2022-12-31",270300000,NA,422000000,646600000,57000000,1395900000,12700000,923700000,154900000,8345600000,666700000,NA,7000000,2599500000,920500000,1183800000,4855700000,293700000,5524600000,-2694600000,-29300000,3489900000,-2368500000,2426800000,3431600000,NA,366200000,NA,NA,"CHD"
"289","URI",40.2559579178082,1.11370143149284,0.159044448338298,10.97521,341.78,8.49686896198524,1.54689791577229,"United Rentals, Inc.","2023-05-08 16:00:01",23509479424,31.06,3.2958205,68731200,"USD","2022-12-31",106000000,NA,2264000000,232000000,90000000,2723000000,NA,1658000000,13324000000,24183000000,1139000000,110000000,274000000,11137000000,2825000000,2445000000,17121000000,1000000,9656000000,-5221000000,-264000000,7062000000,584000000,6026000000,452000000,NA,2626000000,NA,NA,"URI"
