"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","X.ticker."
"3077","XFOR",1.10892297329805,6.09885126964933,1.5567730236506,NA,1.56,1.3977525671977,"X4 Pharmaceuticals, Inc.","2022-02-25 16:00:04",46097928,-3.615,0.55755395,29740600,"USD","2021-09-30",76393000,646000,80700000,NA,10703000,27109000,NA,2005000,NA,120517000,NA,496000,NA,13232000,51838000,25000,-252664000,-119000,321437000,-119000,68679000,41570000,NA,2424000,NA,693000,NA,NA,33043000,"XFOR"
"3078","XGN",1.46676792853207,14.6221590909091,3.20216938516054,NA,11.09,5.27690822929684,"Exagen Inc.","2022-02-25 16:00:03",125110904,-1.561,1.3777144,16164200,"USD","2021-09-30",106766000,9210000,118381000,NA,3446000,5506000,NA,439000,NA,127772000,NA,1585000,NA,8096000,36969000,16000,-201087000,NA,291874000,NA,90803000,85297000,NA,1512000,NA,NA,NA,1010000,27288000,"XGN"
"3079","XLO",-2.64714398153237,8.20231528241784,3.07861891986469,NA,13.32,-4.96761792427072,"Xilio Therapeutics, Inc.","2022-02-25 16:00:03",361216032,-107.157,-0.07506651,27468900,"USD","2021-09-30",99767000,NA,105572000,NA,13173000,NA,NA,1980000,NA,120725000,NA,1525000,NA,12871000,34292000,NA,-141185000,NA,4730000,NA,-136455000,-136455000,3397000,3822000,NA,NA,NA,NA,9580000,"XLO"
"3080","XM",-1064.74307647835,1.40603357375148,0.66782333099659,NA,29.67,-0.108024634368552,"Qualtrics International Inc.","2022-02-25 16:00:03",16943256576,-2.049,7.7485003,147308992,"USD","2021-09-30",589946000,273609000,950736000,NA,305993000,27092000,7749000,150992000,3961000,1442562000,515345000,21297000,NA,676183000,1423634000,51000,-2148141000,-631000,2167649000,-631000,18928000,-15913000,51270000,46823000,124785000,NA,NA,NA,504564000,"XM"
"3081","XMTR",6.36381595523203,13.1025867461456,12.1225914073671,NA,46.5,7.72818144058861,"Xometry, Inc.","2022-02-25 16:00:03",2155010816,-2.808,6.0351562,43818200,"USD","2021-09-30",57778000,25157000,356089000,NA,11716000,833000,1455000,204000,NA,370297000,3379000,NA,NA,27177000,29374000,NA,-149438000,186000,490175000,186000,340923000,338635000,NA,5198000,NA,NA,266739000,1427000,NA,"XMTR"
"3082","XNCR",2.61843547727999,5.99915179959852,4.05290954759472,23.080292,31.59,12.2604545703264,"Xencor, Inc.","2022-02-25 16:00:04",1877447040,1.37,2.5586665,58481600,"USD","2021-12-31",143480000,66384000,424368000,331727000,59970000,NA,16493000,5653000,NA,838211000,37294000,NA,NA,70738000,104707000,733504000,NA,NA,NA,NA,733504000,717011000,NA,33444000,NA,NA,190627000,NA,NA,"XNCR"
"3083","XOMA",2.25037464473035,11.5046097111248,3.95750303927269,270.60974,31.7,9.86058066341325,"XOMA Corporation","2022-02-25 16:00:03",250995536,0.082,2.250279,11311200,"USD","2021-09-30",68757000,518000,74872000,NA,255000,NA,NA,55376000,NA,130503000,4394000,12326000,NA,6508000,18919000,85000,-1195132000,NA,1306582000,NA,111535000,111535000,3417000,598000,NA,NA,1211000,NA,NA,"XOMA"
"3084","XOMAO",NA,11.5046097111248,3.95750303927269,310.9756,25.45,NA,"XOMA Corporation - Depositary S","2022-02-25 15:06:45",NA,0.082,2.5859447,NA,"USD","2021-09-30",68757000,518000,74872000,NA,255000,NA,NA,55376000,NA,130503000,4394000,12326000,NA,6508000,18919000,85000,-1195132000,NA,1306582000,NA,111535000,111535000,3417000,598000,NA,NA,1211000,NA,NA,"XOMAO"
"3085","XOMAP",NA,11.5046097111248,3.95750303927269,310,25.7,NA,"XOMA Corporation - 8.625% Serie","2022-02-25 16:00:00",NA,0.082,2.5778317,NA,"USD","2021-09-30",68757000,518000,74872000,NA,255000,NA,NA,55376000,NA,130503000,4394000,12326000,NA,6508000,18919000,85000,-1195132000,NA,1306582000,NA,111535000,111535000,3417000,598000,NA,NA,1211000,NA,NA,"XOMAP"
"3086","XOS",2.28348453468196,15.9589129731478,2.74550291642549,24.673912,2.32,0.994094766598681,"Xos, Inc.","2022-02-25 16:00:03",369794336,0.092,2.2837021,162904992,"USD","2021-09-30",207388000,583000,246645000,NA,4629000,NA,NA,505000,NA,251779000,1685000,73505000,NA,15455000,89836000,16000,-15606000,NA,177533000,NA,161943000,161943000,6809000,12468000,NA,151000,4085000,20834000,876000,"XOS"
"3087","XPAX",-17.4750975604881,1.41027140538045,0.00600515055634851,NA,9.65,-0.690268565782224,"XPAC Acquisition Corp.","2022-02-25 16:00:02",264906000,NA,-17.481884,21961100,"USD","2021-09-30",1006126,NA,1420376,NA,NA,NA,NA,219946860,NA,221367236,542000,235434716,NA,1007165,236526293,549,-15159606,NA,NA,NA,-15159057,-15159057,NA,162605,NA,NA,NA,NA,84412,"XPAX"
"3088","XPEL",47.3360510158401,1.88623678043695,1.43476717178929,61.83494,73,1.48787234813093,"XPEL, Inc.","2022-02-25 16:00:03",1944755456,1.139,24.799297,27612600,"USD","2021-09-30",7816332,15163976,65994251,NA,20448599,15747077,21575724,637662,NA,124403313,1896036,1770210,NA,34987257,45996488,27613,68239938,-350021,10489295,-350021,78406825,41084024,NA,27007788,NA,424610,NA,39554300,154763,"XPEL"
"3089","XPER",-5.32225400256664,2.4863365975947,0.449724637329329,NA,17.49,-3.21292451927676,"Xperi Holding Corporation","2022-02-25 16:00:04",1787463040,-0.53,1.3208714,104530000,"USD","2021-09-30",165438000,239774000,518707000,4900000,132123000,851088000,864485000,153239000,8561000,2524542000,63511000,149203000,-8572000,208623000,1153388000,113000,207600000,-152750000,1324763000,-297000,1379726000,-335847000,6152000,16081000,NA,36037000,71863000,9438000,738438000,"XPER"
"3090","XRAY",-10.0234728,1.60213143872114,0.433341340379534,30.856993,59.1,-5.85525602180146,"DENTSPLY SIRONA Inc.","2022-02-25 16:00:04",12830045184,1.902,2.5048013,218607008,"USD","2021-09-30",2.81e+08,7.48e+08,1.804e+09,NA,9.54e+08,4e+09,2.402e+09,1.28e+08,NA,9.288e+09,1.05e+08,9.68e+08,3e+06,1.126e+09,4.163e+09,3e+06,1.481e+09,-3.021e+09,6.659e+09,-5.67e+08,5.122e+09,-1.28e+09,1.7e+07,2.76e+08,NA,1.51e+08,NA,5.32e+08,1.93e+09,"XRAY"
"3091","XRX",3.46189986754967,1.88074712643678,0.604479335026553,NA,20.2,5.79450579542678,"Xerox Holdings Corporation","2022-02-25 16:00:04",3136481280,-2.56,0.72080487,156355008,"USD","2021-09-30",2.209e+09,8.91e+08,5.236e+09,NA,6.39e+08,4.066e+09,2.16e+08,1.734e+09,5.11e+08,1.4081e+10,9e+06,1.994e+09,1.7e+07,2.784e+09,8.662e+09,1.82e+08,6.348e+09,-3.422e+09,2.08e+09,-3.335e+09,5.188e+09,9.06e+08,2.09e+08,1.032e+09,NA,6.46e+08,NA,7.88e+08,3.673e+09,"XRX"
"3092","XSPA",1.26827465732137,6.57634608675427,4.46083458231443,NA,1.13,0.883089473983078,"XpresSpa Group, Inc.","2022-02-25 16:00:04",118341440,-0.163,1.2280701,105662000,"USD","2021-09-30",109161000,64000,113100000,NA,10199000,NA,2725000,3253000,NA,129277000,2618000,NA,7889000,17198000,25354000,1053000,-398550000,-283000,493814000,-283000,96034000,93309000,48000,5436000,NA,5653000,NA,2040000,NA,"XSPA"
"3093","XXII",5.31961114711601,8.93047974719908,8.35559736594544,NA,2.32,0.436122102882985,"22nd Century Group, Inc","2022-02-25 16:00:03",377575360,-0.167,4.7736626,162748000,"USD","2021-09-30",1629000,1179000,62174000,7300000,5232000,NA,8036000,3713000,NA,86455000,NA,72000,NA,6962000,7441000,2000,-164048000,-27000,243087000,-27000,79014000,70978000,NA,1443000,NA,1782000,53532000,2703000,NA,"XXII"
"3094","YELL",-1.57441860222077,1.40568509300498,0.387540628385699,NA,9.37,-5.95775480978768,"Yellow Corporation","2022-02-25 16:00:03",482086976,-2.151,-1.3148304,51395200,"USD","2021-09-30",358100000,640700000,1073100000,NA,1302800000,NA,NA,86900000,1900000,2462800000,224700000,346500000,NA,763400000,2.769e+09,5e+05,-2430300000,-263400000,2.387e+09,-170700000,-306200000,-306200000,10100000,196400000,NA,1400000,NA,NA,1322600000,"YELL"
"3095","YMAB",1.86020778301323,9.09262983556134,7.91446419990389,NA,9,4.78978734714359,"Y-mAbs Therapeutics, Inc.","2022-02-25 16:00:04",388867136,-1.28,2.161572,43643900,"USD","2021-09-30",215730000,7264000,230580000,NA,4648000,NA,1800000,2951000,NA,239979000,4587000,3121000,NA,25359000,29134000,4000,-303582000,225000,514198000,225000,210845000,209045000,2799000,11024000,NA,NA,NA,4787000,NA,"YMAB"
"3096","YMTX",0.412729680618436,2.69585176062252,1.28924823302634,NA,1.37,3.14976135966784,"Yumanity Therapeutics, Inc.","2022-02-25 16:00:04",13400920,-7.812,0.4126984,10308400,"USD","2021-09-30",43532000,NA,48156000,NA,20351000,NA,NA,1314000,NA,69821000,823000,NA,NA,17863000,37352000,10000,-176902000,NA,209361000,NA,32469000,32469000,NA,976000,NA,5678000,2899000,NA,8742000,"YMTX"
"3097","YORW",3.81499896455595,0.770040118083415,0.0363207277712719,34.535435,43.98,11.496726340369,"The York Water Company","2022-02-25 16:00:02",574767744,1.27,3.8145764,13104600,"USD","2021-09-30",1000,7003000,10173000,NA,368286000,NA,NA,52289000,NA,430748000,2809000,132477000,NA,13211000,280088000,87714000,62946000,NA,NA,NA,150660000,150660000,NA,7455000,43151000,NA,NA,1379000,134400000,"YORW"
"3098","YTEN",1.09582853742968,11.436974789916,4.27411395244504,NA,4.23,3.78708891096613,"Yield10 Bioscience, Inc.","2022-02-25 16:00:03",20259678,-2.46,1.0949868,4881850,"USD","2021-09-30",14618000,70000,19054000,NA,3350000,NA,NA,542000,NA,22946000,NA,9000,NA,1666000,4458000,49000,-383151000,-170000,401760000,-170000,18488000,18488000,NA,45000,NA,NA,3904000,NA,NA,"YTEN"
"3099","Z",4.52133170516693,2.51775763374732,1.54557673477935,NA,58.28,17.4990140652157,"Zillow Group, Inc.","2022-02-25 16:00:04",14473447424,-2.112,2.711618,182932992,"USD","2021-09-30",2195366000,228180000,7830901000,24902000,361291000,2374801000,195038000,50706000,NA,10837639000,54309000,15714000,NA,3110268000,5066653000,26000,-1405824000,151000,7176633000,151000,5770986000,3201147000,555101000,30891000,41225000,NA,1020083000,3758207000,1766238000,"Z"
"3100","ZBRA",-26.6079499664269,0.963946869070209,0.49983601180715,26.9375,418.43,-15.7122214330526,"Zebra Technologies Corporation","2022-02-25 16:00:04",22191030272,15.52,7.483711,53079700,"USD","2021-10-02",3.07e+08,6.86e+08,1.524e+09,9.1e+07,4.04e+08,3.194e+09,4.56e+08,1.96e+08,1.06e+08,5.865e+09,5.18e+08,3.96e+08,NA,1.581e+09,3.049e+09,1e+06,3.382e+09,-1.014e+09,4.47e+08,-2.8e+07,2.816e+09,-8.34e+08,9.3e+07,6.09e+08,NA,6.8e+07,NA,4.38e+08,9.52e+08,"ZBRA"
"3101","ZD",-4.22058176459428,0.863745226794711,0.36088149905054,9.753313,100.78,-23.8877025975915,"Ziff Davis, Inc.","2022-02-25 16:00:04",4782910976,10.337,2.4393902,47440100,"USD","2021-09-30",546467000,268349000,888273000,110718000,271510000,1861332000,641162000,57662000,37761000,3830657000,199730000,237783000,NA,1028397000,2461398000,478000,931477000,-71189000,508493000,-71189000,1369259000,-1133235000,12600000,228977000,8e+06,568054000,NA,NA,1110699000,"ZD"
"3102","ZEST",4.97563867204255,0.551279416298428,0.49371865077539,NA,2.5,0.442154293148638,"Ecoark Holdings, Inc.","2022-02-25 16:00:03",58001020,-0.335,1.8487395,26364100,"USD","2021-09-30",7560000,779000,10729000,NA,22659000,10225000,1891000,NA,NA,45504000,15389000,1587000,NA,19462000,21731000,26000,-152207000,-1671000,177625000,NA,23773000,11657000,335000,464000,NA,879000,NA,101000,237000,"ZEST"
"3103","ZEUS",0.852114177163463,3.26375776911879,1.30776942005725,3.2695694,28.3,32.6951513455445,"Olympic Steel, Inc.","2022-02-25 16:00:02",308613600,8.521,0.77401793,11077300,"USD","2021-09-30",15143000,303167000,748817000,NA,170745000,5234000,31307000,15203000,NA,971306000,131000,21419000,NA,229434000,572591000,133174000,268368000,-2827000,NA,-2827000,398715000,362174000,69000,160034000,NA,NA,NA,417979000,301649000,"ZEUS"
"3104","ZG",4.54882105195419,2.51775763374732,1.54557673477935,NA,58.42,52.0329803402063,"Zillow Group, Inc.","2022-02-25 16:00:03",14561444864,-2.112,2.7191253,61521500,"USD","2021-09-30",2195366000,228180000,7830901000,24902000,361291000,2374801000,195038000,50706000,NA,10837639000,54309000,15714000,NA,3110268000,5066653000,26000,-1405824000,151000,7176633000,151000,5770986000,3201147000,555101000,30891000,41225000,NA,1020083000,3758207000,1766238000,"ZG"
"3105","ZGNX",11.6733824160228,4.78746844158825,1.37689227248724,NA,26.47,2.23585576688243,"Zogenix, Inc.","2022-02-25 16:00:03",1464087296,-4.349,6.508728,56095300,"USD","2021-09-30",106138000,9486000,375462000,NA,14455000,6234000,92644000,8192000,NA,496987000,18548000,29336000,NA,78426000,272688000,1721694000,-1497370000,-25000,NA,-25000,224299000,125421000,5500000,12113000,NA,NA,236886000,3502000,155871000,"ZGNX"
"3106","ZI",-2878.78643512195,1.07505910165485,0.112399588053553,128.97675,56,-0.0203364445514241,"ZoomInfo Technologies Inc.","2022-02-25 16:00:02",23606048768,0.43,10.870246,403216992,"USD","2021-12-31",308300000,191900000,545700000,NA,101500000,1575100000,4.31e+08,4199600000,4.116e+09,6852900000,380300000,3.053e+09,NA,507600000,4.855e+09,4e+06,112800000,9500000,1871600000,9500000,1997900000,-8200000,NA,15900000,77800000,NA,18400000,NA,1232900000,"ZI"
"3107","ZION",1.70341160310176,0.162824758023434,0.158756767496151,10.455081,70.93,41.6751876893751,"Zions Bancorporation N.A.","2022-02-25 16:00:02",10763857920,6.79,1.5326654,151624992,"USD","2021-09-30",2.455e+09,NA,1.2785e+10,2.1163e+10,1.478e+09,NA,1.029e+09,5.1851e+10,NA,8.8306e+10,NA,7.81e+08,NA,7.852e+10,8.0532e+10,NA,5.025e+09,6.4e+07,2.245e+09,6.4e+07,7.334e+09,6.319e+09,2.99e+08,7.7884e+10,NA,NA,9.442e+09,2.1e+07,1.016e+09,"ZION"
"3108","ZIONO",NA,0.162824758023434,0.158756767496151,3.8135936,26.17,NA,"Zions Bancorporation N.A. - Dep","2022-02-25 16:00:04",NA,6.79,0.5590548,NA,"USD","2021-09-30",2.455e+09,NA,1.2785e+10,2.1163e+10,1.478e+09,NA,1.029e+09,5.1851e+10,NA,8.8306e+10,NA,7.81e+08,NA,7.852e+10,8.0532e+10,NA,5.025e+09,6.4e+07,2.245e+09,6.4e+07,7.334e+09,6.319e+09,2.99e+08,7.7884e+10,NA,NA,9.442e+09,2.1e+07,1.016e+09,"ZIONO"
"3109","ZIONP",NA,0.162824758023434,0.158756767496151,3.3030486,25,NA,"Zions Bancorporation N.A. - Dep","2022-02-25 15:46:40",NA,6.79,0.48421133,NA,"USD","2021-09-30",2.455e+09,NA,1.2785e+10,2.1163e+10,1.478e+09,NA,1.029e+09,5.1851e+10,NA,8.8306e+10,NA,7.81e+08,NA,7.852e+10,8.0532e+10,NA,5.025e+09,6.4e+07,2.245e+09,6.4e+07,7.334e+09,6.319e+09,2.99e+08,7.7884e+10,NA,NA,9.442e+09,2.1e+07,1.016e+09,"ZIONP"
"3110","ZIVO",4.51908286874388,3.0824495583004,3.07949823433003,NA,3.95,0.787770471545682,"Zivo Bioscience, Inc.","2022-02-25 16:00:03",33533990,-1.21,4.5177665,9419660,"USD","2021-09-30",10803398,NA,10935483,NA,33107,NA,NA,3000,NA,10971590,2031103,NA,NA,3547660,3551060,9417,-105062742,NA,112473855,NA,7420530,7420530,NA,728814,NA,240000,NA,NA,NA,"ZIVO"
"3111","ZM",7.34057795534806,3.61404060589578,3.27709316426543,33.303215,125.35,21.001642998679,"Zoom Video Communications, Inc.","2022-02-25 16:00:04",37344735232,3.763,7.3013287,242240000,"USD","2021-10-31",1322435000,377874000,6112716000,299750000,300990000,26247000,NA,239268000,NA,6978971000,1233139000,94587000,NA,1691380000,1865286000,297000,1557466000,-5128000,3561050000,-5128000,5113685000,5087438000,220828000,20064000,155541000,NA,4095520000,NA,NA,"ZM"
"3112","ZNGA",-9.47000133588831,1.25388198757764,0.58042277910282,NA,9.17,-0.969376869015922,"Zynga Inc.","2022-02-25 16:00:02",10378174464,-0.095,3.318872,1130520064,"USD","2021-09-30",1087200000,2.1e+08,1776500000,NA,116600000,3296600000,806300000,71700000,NA,6067700000,1229400000,176300000,NA,1416800000,3060700000,NA,-2336400000,-75400000,5418800000,-75400000,3.007e+09,-1095900000,168500000,5e+07,NA,NA,252600000,NA,1330200000,"ZNGA"
"3113","ZNTE",-9.68198702552743,0.300969204080244,0.00460199991850266,20.237625,10.23,-1.31946052173913,"Zanite Acquisition Corp.","2022-02-25 16:00:00",293824992,0.505,-8.215435,2.3e+07,"USD","2021-09-30",1074408,NA,1225019,NA,NA,NA,NA,234620136,NA,235845155,NA,262122500,NA,4070247,266192747,575,-30348167,NA,NA,NA,-30347592,-30347592,NA,4010247,NA,NA,NA,NA,NA,"ZNTE"
"3114","ZNTL",6.00027459352932,9.57922110871496,9.18985031033224,NA,57,8.60151637218439,"Zentalis Pharmaceuticals, Inc.","2022-02-25 16:00:02",2338283008,-3.72,5.8954625,45305500,"USD","2021-09-30",40807000,108000,377565000,39326000,5391000,3736000,NA,9063000,NA,435081000,767000,1670000,564000,39415000,41085000,45000,-309500000,32000,702855000,32000,393432000,389696000,243000,8046000,NA,NA,325984000,NA,NA,"ZNTL"
"3115","ZS",70.8200685932013,2.59392702362645,1.06577962558855,NA,222,3.13258662783227,"Zscaler, Inc.","2022-02-25 16:00:02",31077191680,-2.394,57.788486,140082000,"USD","2021-10-31",371696000,175028000,1855436000,5100000,157152000,58977000,32403000,162050000,NA,2271118000,586451000,68071000,NA,715300000,1740919000,140000,-692401000,-2764000,1225224000,-2764000,530199000,438819000,62526000,14961000,154036000,NA,1212946000,NA,927014000,"ZS"
"3116","ZSAN",0.756661082609151,1.5576939599622,1.07974510154249,NA,0.1599,0.222821015304218,"Zosano Pharma Corporation","2022-02-25 16:00:04",28907480,-0.288,0.52198136,171456000,"USD","2021-09-30",17147000,196000,18130000,NA,36410000,NA,NA,455000,NA,54995000,352000,226000,NA,11639000,16791000,12000,-355144000,NA,393336000,NA,38204000,38204000,171000,1551000,NA,NA,NA,NA,NA,"ZSAN"
"3117","ZT",-14.3802582373939,9.5368752070205,0.00618986990666459,NA,2e+05,-0.843169797101449,"Zimmer Energy Transition Acquis","2022-02-25 16:00:03",418312480,NA,-14.37037,34500000,"USD","2021-09-30",1788097,21674,2332157,NA,NA,NA,NA,345348439,NA,347680596,35705,376525413,NA,244541,376769954,863,-29090221,NA,NA,NA,-29089358,-29089358,NA,173503,NA,NA,NA,NA,NA,"ZT"
"3118","ZUMZ",2.2356671862139,2.51300995676366,1.22508158863202,9.149898,44.62,19.9314106200096,"Zumiez Inc.","2022-02-25 16:00:03",1021270656,4.87,1.954129,22919000,"USD","2021-10-30",75545000,22107000,546934000,NA,336733000,59525000,15409000,19588000,7784000,978189000,41207000,8282000,NA,217641000,446447000,179049000,358560000,-5867000,NA,-5867000,531742000,456808000,NA,84609000,NA,NA,262541000,175108000,NA,"ZUMZ"
"3119","ZVO",2.645695113264,0.941939938839644,0.581676253796416,NA,1.15,0.419549487891404,"Zovio Inc.","2022-02-25 16:00:04",37140268,-2.298,0.86583465,33459700,"USD","2021-09-30",31608000,9015000,66841000,NA,57620000,23176000,5650000,4488000,NA,157775000,28599000,5692000,NA,70961000,114911000,675000,307574000,-436700000,171315000,NA,42864000,14038000,18746000,9129000,1172000,NA,1322000,NA,2885000,"ZVO"
"3120","ZWRK",-17.6356343145616,1.06047921653055,0.00671356748420399,NA,9.76,-0.689654739130435,"Z-Work Acquisition Corp.","2022-02-24 13:18:48",279737472,NA,-17.626812,2.3e+07,"USD","2021-09-30",1075056,NA,1661965,NA,NA,NA,NA,230029159,NA,231691124,339,245986000,NA,1567183,247553183,575,-15862634,NA,NA,NA,-15862059,-15862059,NA,1471011,NA,NA,NA,NA,NA,"ZWRK"
"3121","ZY",0.934733526653789,4.28143752279283,3.4318628753654,NA,4,4.23650159666409,"Zymergen Inc.","2022-02-25 16:00:02",405507968,-6.989,0.8501503,102401000,"USD","2021-09-30",496247000,2625000,516564000,NA,54572000,33841000,9153000,13206000,NA,627336000,10064000,29868000,NA,120652000,150520000,103000,-1057387000,NA,1534100000,NA,476816000,433822000,1941000,10472000,NA,NA,NA,6210000,NA,"ZY"
"3122","ZYNE",1.21001468107838,8.08025805625176,7.78643447870759,NA,2.42,1.90906772608722,"Zynerba Pharmaceuticals, Inc.","2022-02-25 16:00:03",95212424,-1.043,1.1809816,41217500,"USD","2021-09-30",75642498,8535607,88058119,NA,1069968,NA,NA,868083,NA,89996170,126745,NA,NA,10897934,11309171,41282,-230666413,NA,309312130,NA,78686999,78686999,637251,2636350,NA,NA,NA,NA,NA,"ZYNE"
"3123","ZYXI",4.14382102456495,6.78760202098717,2.55515727871251,14.886364,6.6,1.5806668013337,"Zynex, Inc.","2022-02-25 16:00:04",262647808,0.44,3.4025977,40098900,"USD","2021-09-30",35368000,24234000,69858000,NA,19905000,NA,NA,960000,376000,90723000,1577000,NA,NA,10292000,27340000,37000,31639000,-6513000,38220000,NA,63383000,63383000,NA,2669000,NA,NA,NA,9154000,NA,"ZYXI"
"3124","A",92.7666147621247,2.22423887587822,0.714635063957863,33.93301,133.66,1.44157453551603,"Agilent Technologies, Inc.","2022-02-25 16:02:11",40167944192,3.941,7.784051,300366016,"USD","2021-10-31",1.484e+09,1.238e+09,3.799e+09,1.85e+08,1.123e+09,3.975e+09,9.81e+08,6.42e+08,3.09e+08,1.0705e+10,5.84e+08,7.49e+08,NA,1.708e+09,5.316e+09,3e+06,3.48e+08,-2.82e+08,5.32e+09,-2.82e+08,5.389e+09,4.33e+08,1.56e+08,4.46e+08,NA,NA,9.1e+07,8.3e+08,2.729e+09,"A"
"3125","AAIC",0.540138411676234,1.45203615441922,1.23503508761215,NA,3.3,5.99846248657852,"Arlington Asset Investment Corp","2022-02-25 16:00:02",101993256,-0.146,0.5425318,31479400,"USD","2021-09-30",21166000,112901000,808864000,12687000,NA,NA,NA,58058000,NA,879609000,NA,4626000,NA,557055000,654932000,316000,-1845798000,NA,2034310000,NA,188828000,188828000,9598000,NA,NA,NA,NA,NA,93251000,"AAIC"
